programme,registered_name,international_name,institution,official_programme_code,rio_programme_unit_code,offered_programme_code,form,languages,locations,website,all_names,rio_rows
Geneeskunde,Geneeskunde,Medicine,Universiteit Utrecht,56551,1001O5905,0c3c8996-f027-6c8e-e063-6f41a8c067fb,VOLTIJD,NLD,,,Geneeskunde | Medicine,1
Islam en Arabisch,Islam en Arabisch,Islam and Arabic,Universiteit Utrecht,56041,1001O5827,0c38e9ed-b79e-7689-e063-6f41a8c02adf,VOLTIJD,NLD,,,Islam en Arabisch | Islam and Arabic,1
Italiaanse taal en cultuur,Italiaanse Taal en Cultuur,Italian Language and Culture,Universiteit Utrecht,56809,1001O6024,0c3c8996-f10f-6c8e-e063-6f41a8c067fb,VOLTIJD,NLD,,,Italiaanse taal en cultuur | Italiaanse Taal en Cultuur | Italian Language and Culture,1
Keltische talen en cultuur,Keltische Talen en Cultuur,Celtic Languages and Culture,Universiteit Utrecht,56091,1001O5845,0c3c8996-f11f-6c8e-e063-6f41a8c067fb,VOLTIJD,NLD,,,Keltische talen en cultuur | Keltische Talen en Cultuur | Celtic Languages and Culture,1
Kunstgeschiedenis,Kunstgeschiedenis,Art History,Universiteit Utrecht,56824,1001O6050,0c3c8996-f12f-6c8e-e063-6f41a8c067fb,VOLTIJD,NLD,,,Kunstgeschiedenis | Art History,1
Kunstmatige Intelligentie,Kunstmatige Intelligentie,Artificial Intelligence,Universiteit Utrecht,56981,1001O6183,0c3c8996-eeff-6c8e-e063-6f41a8c067fb,VOLTIJD,NLD,,,Kunstmatige Intelligentie | Artificial Intelligence,1
Literatuurwetenschap,Literatuurwetenschap,Literary Studies,Universiteit Utrecht,56802,1001O5989,0c3c8996-f145-6c8e-e063-6f41a8c067fb,VOLTIJD,NLD,,,Literatuurwetenschap | Literary Studies,1
Media en cultuur,Media en Cultuur,Media and Culture,Universiteit Utrecht,50906,1001O5758,c3dbc751-ba80-49f7-a55a-17ab1554d6a7,VOLTIJD,NLD,,,Media en cultuur | Media en Cultuur | Media and Culture,1
Molecular and Biophysical Life Sciences,Molecular and Biophysical Life Sciences,Molecular and Biophysical Life Sciences,Universiteit Utrecht,55825,1001O5804,0c3c8996-f175-6c8e-e063-6f41a8c067fb,VOLTIJD,ENG,,,Molecular and Biophysical Life Sciences,1
Muziekwetenschap,Muziekwetenschap,Musicology,Universiteit Utrecht,56700,1001O5975,0c3c8996-f1a5-6c8e-e063-6f41a8c067fb,VOLTIJD,NLD,,,Muziekwetenschap | Musicology,1
"Philosophy, Politics and Economics","Philosophy, Politics and Economics","Philosophy, Politics and Economics",Universiteit Utrecht,54999,1001O5778,0c3c8996-f245-6c8e-e063-6f41a8c067fb,VOLTIJD,ENG,,,"Philosophy, Politics and Economics",1
Rechtsgeleerdheid,Rechtsgeleerdheid,,Universiteit Utrecht,50700,1001O5726,0c3c8996-f323-6c8e-e063-6f41a8c067fb,VOLTIJD,NLD,,,Rechtsgeleerdheid,1
Taalwetenschap,Taalwetenschap,Linguistics,Universiteit Utrecht,56803,1001O5994,0c3cf58d-c319-5959-e063-6f41a8c03f22,VOLTIJD,NLD,,,Taalwetenschap | Linguistics,1
"Zorg, Gezondheid & Samenleving","Zorg, Gezondheid & Samenleving",Clinical Sciences,Universiteit Utrecht,50981,1001O5777,0c3cf58d-c2d9-5959-e063-6f41a8c03f22,VOLTIJD,NLD,,,"Zorg, Gezondheid & Samenleving | Clinical Sciences",1
Actuariële Wetenschappen,Actuariële Wetenschappen,Actuarial Science,Universiteit van Amsterdam,56411,1001O5889,1df36934-4bdf-4a60-90df-20739ffdc3c7,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/bsc-actuariele-wetenschappen,Actuariële Wetenschappen | Actuarial Science,1
Actuariële Wetenschappen,Actuariële Wetenschappen,Actuarial Science,Universiteit van Amsterdam,56411,1001O5889,f3749f99-6a24-41cf-8386-298f1fb54a06,VOLTIJD,ENG,Amsterdam,http://www.uva.nl/bsc-actuarial-science,Actuariële Wetenschappen | Actuarial Science,1
Arabische Taal en Cultuur,Arabische Taal en Cultuur,Arabic Language and Culture,Universiteit van Amsterdam,56040,1001O5825,c3a0d022-5978-4a76-80b1-b20982b7325d,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-arabisch,Arabische Taal en Cultuur | Arabic Language and Culture,1
Archeologie,Archeologie,Archaeology,Universiteit van Amsterdam,56703,1001O5980,9d8a6a84-94bd-41a3-8d3a-359980448143,VOLTIJD,ENG,Amsterdam,http://www.uva.nl/ba-archaeology,Archeologie | Archaeology,1
Archeologie,Archeologie,Archaeology,Universiteit van Amsterdam,56703,1001O5980,cd831aad-7a2c-428b-8bd3-97bb38b428bc,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-archeologie,Archeologie | Archaeology,1
Biologie,Biologie,Biology,Universiteit van Amsterdam,56860,1001O6121,08fd8b27-0c85-43b5-9876-85ea46d2e062,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-biologie,Biologie | Biology,1
Biomedische Wetenschappen,Biomedische Wetenschappen,Biomedical Science,Universiteit van Amsterdam,56990,1001O6206,78ab29bd-d4be-4a94-a320-ee89c1e92b1a,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-biomedisch,Biomedische Wetenschappen | Biomedical Science,1
Business Administration,Business Administration,Business Administration,Universiteit van Amsterdam,50897,1001O5748,42b7c0d9-863c-432f-97c7-295ffa99990b,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-business-administration,Business Administration,1
Business Administration,Business Administration,Business Administration,Universiteit van Amsterdam,50897,1001O5748,999c4bba-abe8-4069-95c2-390361eeba8f,VOLTIJD,ENG,Amsterdam,http://uva.nl/en/bsc-ba,Business Administration,1
Business Analytics,Business Analytics,Business Analytics,Universiteit van Amsterdam,56856,1001O6109,01856e4c-048d-4580-98ca-1d4621577af2,VOLTIJD,ENG,Amsterdam,https://www.uva.nl/bsc-business-analytics-en,Business Analytics,1
Bèta-gamma,Bèta-gamma,Natural and Social Sciences,Universiteit van Amsterdam,50250,1001O5668,f80fc9b1-0f70-44a1-9989-ea082f5d9a0e,VOLTIJD,NLD,Amsterdam,http://uva.nl/bg,Bèta-gamma | Natural and Social Sciences,1
"Cognition, Language and Communication","Cognition, Language and Communication","Cognition, Language and Communication",Universiteit van Amsterdam,59330,1001O6239,a7c11c14-fa69-44ee-92cb-ca344ea5d8df,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-cognition-language-communication,"Cognition, Language and Communication",1
Communicatiewetenschap,Communicatiewetenschap,Communication Science,Universiteit van Amsterdam,56615,1001O5959,38ecb419-e488-472b-874e-7961aff154ab,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-communicatiewetenschap,Communicatiewetenschap | Communication Science,1
Communication Science,Communicatiewetenschap,Communication Science,Universiteit van Amsterdam,56615,1001O5959,35f87f1f-d1ce-4dd4-82f7-110d7e621a36,VOLTIJD,ENG,Amsterdam,http://uva.nl/bsc-communicationscience,Communication Science | Communicatiewetenschap,1
Computational Social Science,Computational Social Science,Computational Social Science,Universiteit van Amsterdam,50980,1001O5776,f3d14230-cbe1-4ab8-a131-a83dbbcde0ed,VOLTIJD,ENG,Amsterdam,https://www.uva.nl/en/programmes/bachelors/computational-social-science/computational-social-science.html,Computational Social Science,1
Culturele Antropologie en Ontwikkelingssociologie,Culturele Antropologie en Ontwikkelingssociologie,Cultural Anthropology and Development Sociology,Universiteit van Amsterdam,50035,1001O5653,27133d09-ca94-4d70-934d-4b0db4e5daf5,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/bsc-antropologie,Culturele Antropologie en Ontwikkelingssociologie | Cultural Anthropology and Development Sociology,1
Culturele Antropologie en Ontwikkelingssociologie,Culturele Antropologie en Ontwikkelingssociologie,Cultural Anthropology and Development Sociology,Universiteit van Amsterdam,50035,1001O5653,a0272e06-7b1a-4f0a-b6d2-fea2838ae767,VOLTIJD,ENG,Amsterdam,http://www.uva.nl/en/education/bachelor-s/bachelor-s-programmes/bachelor-s-programmes.html,Culturele Antropologie en Ontwikkelingssociologie | Cultural Anthropology and Development Sociology,1
Cultuurwetenschappen,Cultuurwetenschappen,Cultural Studies,Universiteit van Amsterdam,50004,1001O5623,2b5524e8-35c1-4920-ac16-6577b8c74547,VOLTIJD,NLD,Amsterdam,https://www.uva.nl/ba-gacp,Cultuurwetenschappen | Cultural Studies,1
Cultuurwetenschappen,Cultuurwetenschappen,Cultural Studies,Universiteit van Amsterdam,50004,1001O5623,ce1ff09d-b533-4b62-b0f2-fe93332d57b8,VOLTIJD,ENG,Amsterdam,https://www.uva.nl/shared-content/programmas/en/bachelors/human-geography-and-planning/human-geography-and-planning.html,Cultuurwetenschappen | Cultural Studies,1
Duitse Taal en Cultuur,Duitse Taal en Cultuur,German Language and Culture,Universiteit van Amsterdam,56805,1001O6007,4a19a818-e571-4fab-954a-66da822b5dc4,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-duitslandstudies,Duitse Taal en Cultuur | German Language and Culture,1
Econometrics and Data Science,Econometrics and Data Science,Econometrics and Data Science,Universiteit van Amsterdam,59332,1001O6240,63a7f897-c4cc-4a32-80f8-b0fa4b83f8cf,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-econometrie,Econometrics and Data Science,1
Econometrics and Data Science,Econometrics and Data Science,Econometrics and Data Science,Universiteit van Amsterdam,59332,1001O6240,bac6aef9-e05a-4616-85fc-452db1e421f9,VOLTIJD,ENG,Amsterdam,http://uva.nl/bsc-econometrics,Econometrics and Data Science,1
Economics and Business Economics,Economics and Business Economics,Economics and Business Economics,Universiteit van Amsterdam,59318,1001O6230,10b961de-2004-4b27-9ccc-4ae51842452d,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-ebe,Economics and Business Economics,1
Economics and Business Economics,Economics and Business Economics,Economics and Business Economics,Universiteit van Amsterdam,59318,1001O6230,fc877a6f-d277-4534-9ae7-d8ae000235ec,VOLTIJD,ENG,Amsterdam,http://uva.nl/en/bsc-ebe,Economics and Business Economics,1
English Language and Culture,Engelse Taal en Cultuur,English Language and Culture,Universiteit van Amsterdam,56806,1001O6013,17eb3c42-c7bd-46f7-a47f-057b9519b6a9,VOLTIJD,ENG,Amsterdam,http://www.uva.nl/ba-english-language,English Language and Culture | Engelse Taal en Cultuur,1
Europese Studies,Europese Studies,European Studies,Universiteit van Amsterdam,56051,1001O5830,258bf8f7-6a62-4880-94e5-bb62b1e8de31,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-europese-studies,Europese Studies | European Studies,1
Europese Studies,Europese Studies,European Studies,Universiteit van Amsterdam,56051,1001O5830,4ea8d232-54d8-46e0-8f76-8fa52951a6ca,VOLTIJD,ENG,Amsterdam,http://www.uva.nl/ba-european-studies,Europese Studies | European Studies,1
Filosofie,Filosofie,Philosophy,Universiteit van Amsterdam,56081,1001O5841,aedb04b3-ea9a-48d1-9302-75ff31cb5987,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-filosofie,Filosofie | Philosophy,1
Fiscaal Recht,Fiscaal Recht,Tax Law,Universiteit van Amsterdam,56827,1001O6065,a8824be2-f644-4328-b126-052aa62edf5f,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/llb-fiscaal-recht,Fiscaal Recht | Tax Law,1
Fiscale Economie,Fiscale Economie,Fiscal Economics,Universiteit van Amsterdam,56402,1001O5887,c96f35b8-9295-4cca-afed-86e43527f084,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/bsc-fiscale-economie,Fiscale Economie | Fiscal Economics,1
Franse Taal en Cultuur,Franse Taal en Cultuur,French Language and Culture,Universiteit van Amsterdam,56808,1001O6020,4be04d89-516b-406f-ac39-1bcb13a8b113,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-frans,Franse Taal en Cultuur | French Language and Culture,1
Future Planet Studies,Future Planet Studies,Future Planet Studies,Universiteit van Amsterdam,50425,1001O5693,a78fefd8-076d-4886-b478-0463ada4b84f,VOLTIJD,NLD,Amsterdam,http://uva.nl/fps,Future Planet Studies,1
Geneeskunde,Geneeskunde,Medicine,Universiteit van Amsterdam,56551,1001O5908,55b2759a-7839-410a-925c-0e868e2c1404,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/programmas/bachelors/geneeskunde/geneeskunde.html,Geneeskunde | Medicine,1
Geschiedenis,Geschiedenis,History,Universiteit van Amsterdam,56034,1001O5820,4281c43a-8eb8-4521-8ed2-020eba1807f4,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-geschiedenis,Geschiedenis | History,1
Global Communication Science,Communicatiewetenschap,Communication Science,Universiteit van Amsterdam,56615,1001O5959,e28df739-fd5a-4962-8bae-287077a3b259,VOLTIJD,ENG,Amsterdam,http://uva.nl/bsc-communicationscience,Global Communication Science | Communicatiewetenschap | Communication Science,1
Griekse en Latijnse Taal en Cultuur,Griekse en Latijnse Taal en Cultuur,Greek and Latin Language and Culture,Universiteit van Amsterdam,56003,1001O5807,1e60f5ab-3390-453c-8cc1-19338ee1a766,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-grieks-latijn,Griekse en Latijnse Taal en Cultuur | Greek and Latin Language and Culture,1
Hebreeuwse Taal en Cultuur,Hebreeuwse Taal en Cultuur,Hebrew Language and Culture,Universiteit van Amsterdam,50901,1001O5749,496b5025-e2c0-49b5-952f-1a8dcb7c5e5f,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-hebreeuws,Hebreeuwse Taal en Cultuur | Hebrew Language and Culture,1
Informatica,Informatica,Computing Science,Universiteit van Amsterdam,56978,1001O6172,e5ebc562-ca67-42c1-8d8a-6b3cfdadd071,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-informatica,Informatica | Computing Science,1
Informatica - vrije opleiding,Informatica,Computing Science,Universiteit van Amsterdam,56978,1001O6172,471bcc5c-8d13-4638-8011-4ed9e23359b3,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-informatica,Informatica - vrije opleiding | Informatica | Computing Science | Informatica - open curriculum,1
Informatiekunde,Informatiekunde,Information Science,Universiteit van Amsterdam,56842,1001O6097,8ab1d947-10ed-49e1-be37-cb73de3f8861,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-informatiekunde,Informatiekunde | Information Science,1
Informatiekunde - vrije opleiding,Informatiekunde,Information Science,Universiteit van Amsterdam,56842,1001O6097,a03e2629-a352-4eeb-baaf-85f2423695d2,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-informatiekunde,Informatiekunde - vrije opleiding | Informatiekunde | Information Science | Informatiekunde - open curriculum,1
Interdisciplinaire Sociale Wetenschap,Interdisciplinaire sociale wetenschap,Interdisciplinary Social Science,Universiteit van Amsterdam,56631,1001O5972,18ecb813-f54b-4902-a6b0-d0bf8d5990ef,VOLTIJD,NLD,Amsterdam,https://www.uva.nl/programmas/bachelors/interdisciplinaire-sociale-wetenschap/interdisciplinaire-sociale-wetenschap.html,Interdisciplinaire Sociale Wetenschap | Interdisciplinaire sociale wetenschap | Interdisciplinary Social Science,1
Italiaanse Taal en Cultuur,Italiaanse Taal en Cultuur,Italian Language and Culture,Universiteit van Amsterdam,56809,1001O6025,963bd95a-ea26-4c79-9a2f-6bc950fef287,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-italiaans,Italiaanse Taal en Cultuur | Italian Language and Culture,1
Kunstgeschiedenis,Kunstgeschiedenis,Art History,Universiteit van Amsterdam,56824,1001O6051,1a3540fa-4167-4946-871b-b03ec1fd65d9,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-kunstgeschiedenis,Kunstgeschiedenis | Art History,1
Kunstmatige Intelligentie,Kunstmatige Intelligentie,Artificial Intelligence,Universiteit van Amsterdam,56981,1001O6184,a3951ff9-296e-41e8-98d3-df49b8de2d15,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-kunstmatige-intelligentie,Kunstmatige Intelligentie | Artificial Intelligence,1
Liberal Arts and Sciences - joint degree UvA-VU,Liberal Arts and Sciences (joint degree),Liberal Arts and Sciences (joint degree),Universiteit van Amsterdam,55002,1001O5782,ce9c0cb0-77b0-4c5b-a50e-7774287eb2d5,VOLTIJD,ENG,Amsterdam,http://www.auc.nl/,Liberal Arts and Sciences - joint degree UvA-VU | Liberal Arts and Sciences (joint degree),1
Linguistics,Taalwetenschap,Linguistics,Universiteit van Amsterdam,56803,1001O5995,1d7b2096-f487-4fe0-971a-b3494a180f55,VOLTIJD,ENG,Amsterdam,http://www.uva.nl/ba-linguistics,Linguistics | Taalwetenschap,1
Literary Studies,Literatuurwetenschap,Literary Studies,Universiteit van Amsterdam,56802,1001O5990,ea3a9857-9965-4b32-beb3-77831606d16e,VOLTIJD,ENG,Amsterdam,http://www.uva.nl/ba-literary-and-cultural-analysis,Literary Studies | Literatuurwetenschap,1
Media and Information,Media en informatie,Media and information,Universiteit van Amsterdam,50010,1001O5630,7551ed69-5c79-4646-a8b9-fdd03aad54ae,VOLTIJD,ENG,Amsterdam,http://www.uva.nl/ba-media-and-information,Media and Information | Media en informatie | Media and information,1
Media en Cultuur,Media en Cultuur,Media and Culture,Universiteit van Amsterdam,50906,1001O5759,252f409e-9857-489c-99b0-43a9837b3e1e,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-media,Media en Cultuur | Media and Culture,1
Media en Cultuur,Media en Cultuur,Media and Culture,Universiteit van Amsterdam,50906,1001O5759,27d8e360-40ab-480e-913f-f9c35a7e872c,VOLTIJD,ENG,Amsterdam,http://www.uva.nl/ba-media-and-culture,Media en Cultuur | Media and Culture,1
Medische Informatiekunde,Medische Informatiekunde,Medical Informatics,Universiteit van Amsterdam,56573,1001O5920,7e732b22-cd23-4390-9eb6-671ab0996b19,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/onderwijs/bachelor/bacheloropleidingen/item/medische-informatiekunde.html,Medische Informatiekunde | Medical Informatics,1
Muziekwetenschap,Muziekwetenschap,Musicology,Universiteit van Amsterdam,56700,1001O5976,3b16154b-869b-4095-a06c-6574b9df34bd,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-muziekwetenschap,Muziekwetenschap | Musicology,1
Natuur- en Sterrenkunde - joint degree UvA-VU,Natuur- en Sterrenkunde (joint degree),Physics and Astronomy (joint degree),Universiteit van Amsterdam,55013,1001O5797,2598755b-a567-4722-850b-6d3b0c10bd71,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/programmas/bachelors/natuur--en-sterrenkunde/natuur--en-sterrenkunde.html,Natuur- en Sterrenkunde - joint degree UvA-VU | Natuur- en Sterrenkunde (joint degree) | Physics and Astronomy (joint degree),1
"Natuur- en Sterrenkunde - joint degree UvA-VU, vrije opleiding",Natuur- en Sterrenkunde (joint degree),Physics and Astronomy (joint degree),Universiteit van Amsterdam,55013,1001O5797,4e60cabd-e7d7-43b9-b7d9-b54cf857e71b,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/programmas/bachelors/natuur--en-sterrenkunde/natuur--en-sterrenkunde.html,"Natuur- en Sterrenkunde - joint degree UvA-VU, vrije opleiding | Natuur- en Sterrenkunde (joint degree) | Physics and Astronomy (joint degree) | Natuur- en Sterrenkunde - joint degree UvA-VU, open curriculum",1
Nederlandse Taal en Cultuur,Nederlandse Taal en Cultuur,Dutch Language and Culture,Universiteit van Amsterdam,56804,1001O6001,771b91c4-35a9-46c9-8dc6-d2467c00e82e,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-nederlands,Nederlandse Taal en Cultuur | Dutch Language and Culture,1
Nieuwgriekse Taal en Cultuur,Nieuwgriekse Taal en Cultuur,Modern Greek Language and Culture,Universiteit van Amsterdam,56814,1001O6034,be408e0b-5b6a-4f84-b28a-e9cb5ef922cf,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-nieuwgrieks,Nieuwgriekse Taal en Cultuur | Modern Greek Language and Culture,1
Onderwijswetenschappen,Onderwijswetenschappen,Educational Sciences,Universiteit van Amsterdam,50003,1001O5621,eca2e5cf-22bd-41fb-a37f-8c7025cfbe96,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/programmas/bachelors/onderwijswetenschappen/onderwijswetenschappen.html?origin=QM8V0lIERF2uFhPGbux%2F2g,Onderwijswetenschappen | Educational Sciences,1
Oudheidwetenschappen,Oudheidwetenschappen,Ancient Studies,Universiteit van Amsterdam,56704,1001O5982,83487458-5b66-41a1-a8d3-f8d6aba51d15,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-oudheidwetenschappen,Oudheidwetenschappen | Ancient Studies,1
Oudheidwetenschappen,Oudheidwetenschappen,Ancient Studies,Universiteit van Amsterdam,56704,1001O5982,db6e3afc-535d-477e-932e-3b8b1b7e8090,VOLTIJD,ENG,Amsterdam,http://www.uva.nl/ba-ancient-studies,Oudheidwetenschappen | Ancient Studies,1
Pedagogische Wetenschappen,Pedagogische Wetenschappen,Pedagogical Sciences,Universiteit van Amsterdam,56607,1001O5947,2a94e6ea-bf89-4ba7-b221-7be5c59a3367,VOLTIJD,NLD,Amsterdam,https://www.uva.nl/programmas/bachelors/pedagogische-wetenschappen/pedagogische-wetenschappen.html?origin=QM8V0lIERF2uFhPGbux%2F2g,Pedagogische Wetenschappen | Pedagogical Sciences,1
Pedagogische Wetenschappen - vrije opleiding,Pedagogische Wetenschappen,Pedagogical Sciences,Universiteit van Amsterdam,56607,1001O5947,ad87eb0d-2f14-44a7-bddd-e7aba90a3a2f,VOLTIJD,NLD,Amsterdam,https://www.uva.nl/programmas/bachelors/pedagogische-wetenschappen/pedagogische-wetenschappen.html?origin=QM8V0lIERF2uFhPGbux%2F2g,Pedagogische Wetenschappen - vrije opleiding | Pedagogische Wetenschappen | Pedagogical Sciences | Pedagogische Wetenschappen - open curriculum,1
Politicologie,Politicologie,Political Science,Universiteit van Amsterdam,56606,1001O5940,49a012b7-3c49-4945-8573-2ac9dde76bdc,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-politicologie,Politicologie | Political Science,1
Politicologie,Politicologie,Political Science,Universiteit van Amsterdam,56606,1001O5940,c5b405f6-5258-4b20-b3d7-0e2b55bfc8bc,VOLTIJD,ENG,Amsterdam,htp://www.uva.nl/bsc-politicalscience,Politicologie | Political Science,1
"Politics, Psychology, Law and Economics","Politics, Psychology, Law and Economics","Politics, Psychology, Law and Economics",Universiteit van Amsterdam,59312,1001O6228,2de5894c-cefb-4f0c-a197-2a91979c01f1,VOLTIJD,ENG,Amsterdam,http://pple.uva.nl,"Politics, Psychology, Law and Economics",1
Psychobiologie,Psychobiologie,Psychobiology,Universiteit van Amsterdam,50014,1001O5635,6dcb9e94-80c0-459d-93d0-e61a48116f74,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-psychobiologie,Psychobiologie | Psychobiology,1
Psychologie,Psychologie,Psychology,Universiteit van Amsterdam,56604,1001O5934,f82c5251-8e40-43e8-9665-f38eabb95cb6,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-psychologie,Psychologie | Psychology,1
Psychologie,Psychologie,Psychology,Universiteit van Amsterdam,56604,1001O5934,fa040681-37c6-4aff-b334-f52257f062e8,VOLTIJD,ENG,Amsterdam,http://uva.nl/bsc-psychology,Psychologie | Psychology,1
Rechtsgeleerdheid,Rechtsgeleerdheid,Law,Universiteit van Amsterdam,50700,1001O5729,68ca6bd2-ced4-4c39-b97a-873a9f92afa2,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/llb-rechtsgeleerdheid,Rechtsgeleerdheid | Law,1
Religiewetenschappen,Religiewetenschappen,Religious Studies,Universiteit van Amsterdam,50902,1001O5753,453f0ce2-32d1-4c6e-be8c-9bd987179761,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-religiewetenschappen,Religiewetenschappen | Religious Studies,1
Scandinavische Talen en Culturen,Scandinavische Talen en Culturen,Scandinavian Languages and Cultures,Universiteit van Amsterdam,56807,1001O6017,139aacaa-88bc-470d-8cbf-1a257778263e,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-scandinavisch,Scandinavische Talen en Culturen | Scandinavian Languages and Cultures,1
Scheikunde - joint degree UvA-VU,Scheikunde (joint degree),Chemistry (joint degree),Universiteit van Amsterdam,55012,1001O5795,574bca6e-fdfb-4670-88e0-eef026f06a39,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-scheikunde,Scheikunde - joint degree UvA-VU | Scheikunde (joint degree) | Chemistry (joint degree),1
"Scheikunde - joint degree UvA-VU, vrije opleiding",Scheikunde (joint degree),Chemistry (joint degree),Universiteit van Amsterdam,55012,1001O5795,fd9b4604-7567-4e74-bcae-a872e1c6a9c6,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-scheikunde,"Scheikunde - joint degree UvA-VU, vrije opleiding | Scheikunde (joint degree) | Chemistry (joint degree) | Scheikunde - joint degree UvA-VU, open curriculum",1
"Science, Technology & Innovation","Science, Technology & Innovation","Science, Technology & Innovation",Universiteit van Amsterdam,50993,1001O8898,6c5eaecb-13e7-4efe-986e-a52b9ae3f8f8,VOLTIJD,NLD,Amsterdam,https://www.uva.nl/programmas/bachelors/science-technology-and-innovation/science-technology-and-innovation.html,"Science, Technology & Innovation",1
Slavische Talen en Culturen,Slavische Talen en Culturen,Slavonic Language and Culture,Universiteit van Amsterdam,56813,1001O6033,6b2a3216-8d29-47c4-97a1-4403f9e02848,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-slavisch,Slavische Talen en Culturen | Slavonic Language and Culture,1
Sociale Geografie en Planologie,Sociale Geografie en Planologie,Human Geography and Planning,Universiteit van Amsterdam,56838,1001O6090,4b74d296-8c7a-462e-8c2b-81464a559e45,VOLTIJD,ENG,Amsterdam,https://www.uva.nl/shared-content/programmas/en/bachelors/human-geography-and-planning/human-geography-and-planning.html,Sociale Geografie en Planologie | Human Geography and Planning,1
Sociale Geografie en Planologie,Sociale Geografie en Planologie,Human Geography and Planning,Universiteit van Amsterdam,56838,1001O6090,e6c6504d-91a8-4dc4-b1de-798cab94a09c,VOLTIJD,NLD,Amsterdam,https://www.uva.nl/programmas/bachelors/sociale-geografie-en-planologie/sociale-geografie-en-planologie.html,Sociale Geografie en Planologie | Human Geography and Planning,1
Sociologie,Sociologie,Sociology,Universiteit van Amsterdam,56601,1001O5924,ba02666c-1cb9-4bc4-a00b-150ed4601cfb,VOLTIJD,ENG,Amsterdam,http://uva.nl/bsc-sociology,Sociologie | Sociology,1
Sociologie,Sociologie,Sociology,Universiteit van Amsterdam,56601,1001O5924,c471d586-ef99-4ee3-ad95-c217eaf7df55,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-sociologie,Sociologie | Sociology,1
Spaanse Taal en Cultuur,Spaanse Taal en Cultuur,Spanish Language and Culture,Universiteit van Amsterdam,56810,1001O6027,90ed8c35-6e94-4339-b11c-984272d553d5,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-spaans,Spaanse Taal en Cultuur | Spanish Language and Culture,1
Tandheelkunde,Tandheelkunde,Dentistry,Universiteit van Amsterdam,56560,1001O5916,371d2c94-f513-4138-b6ae-660d90577214,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/bsc-tandheelkunde,Tandheelkunde | Dentistry,1
Theaterwetenschap,Theaterwetenschap,Theatre Studies,Universiteit van Amsterdam,56702,1001O5977,e7a55e85-926f-4944-85a5-86997d885a30,VOLTIJD,NLD,Amsterdam,http://www.uva.nl/ba-theaterwetenschap,Theaterwetenschap | Theatre Studies,1
